Region,Loc,CATEGORY,BRAND,PACK,RTM,Period,ACT-2017,ACT-2018,BP-2018,,
Center,FSD,SPARKLING,FANTA RED APPLE,250ml CAN,Indirect,TODAY,7.921,0.528,7.128909762,,
Center,FSD,SPARKLING,FANTA RED APPLE,250ml CAN,Indirect,WTD,27.988,3.698,32.92316427,,
Center,FSD,SPARKLING,FANTA RED APPLE,250ml CAN,Indirect,YTD,341.76,10.037,758.6504164,,
Center,FSD,SPARKLING,FANTA RED APPLE,250ml RGB,Indirect,MTD,9.512,49.676,,,
Center,FSD,SPARKLING,FANTA RED APPLE,250ml RGB,Indirect,TODAY,1.057,,,,
Center,FSD,SPARKLING,FANTA RED APPLE,250ml RGB,Indirect,WTD,9.512,49.676,,,
Center,FSD,SPARKLING,FANTA RED APPLE,250ml RGB,Indirect,YTD,1621.12,341.376,,,
Center,FSD,SPARKLING,FANTA RED APPLE,500ml PET,Indirect,MTD,,31.703,20.94391444,,
Center,FSD,SPARKLING,FANTA RED APPLE,500ml PET,Indirect,TODAY,,,4.535022055,,
Center,FSD,SPARKLING,FANTA RED APPLE,500ml PET,Indirect,WTD,,31.703,20.94391444,,
Center,FSD,SPARKLING,FANTA RED APPLE,500ml PET,Indirect,YTD,318.081,129.992,440.1562361,,
Center,FSD,SPARKLING,FuzeTea Apple,250ml PET,Indirect,MTD,,,31.66363242,,
Center,FSD,SPARKLING,FuzeTea Apple,250ml PET,Indirect,TODAY,,,6.856181149,,
Center,FSD,SPARKLING,FuzeTea Apple,250ml PET,Indirect,WTD,,,31.66363242,,
Center,FSD,SPARKLING,FuzeTea Apple,250ml PET,Indirect,YTD,,,369.1420058,,
Center,FSD,SPARKLING,FuzeTea Orange,250ml PET,Indirect,MTD,,,31.66363242,,
Center,FSD,SPARKLING,FuzeTea Orange,250ml PET,Indirect,TODAY,,,6.856181149,,
Center,FSD,SPARKLING,FuzeTea Orange,250ml PET,Indirect,WTD,,,31.66363242,,
Center,FSD,SPARKLING,FuzeTea Orange,250ml PET,Indirect,YTD,,,369.1420058,,
Center,FSD,SPARKLING,FuzeTea Peach,250ml PET,Indirect,MTD,,,63.32726484,,
Center,FSD,SPARKLING,FuzeTea Peach,250ml PET,Indirect,TODAY,,,13.7123623,,
Center,FSD,SPARKLING,FuzeTea Peach,250ml PET,Indirect,WTD,,,63.32726484,,
Center,FSD,SPARKLING,FuzeTea Peach,250ml PET,Indirect,YTD,,,738.2840116,,
Center,FSD,SPARKLING,SPRITE,1000ml PET,Direct,YTD,1139.143,1458.275,,,
Center,FSD,SPARKLING,SPRITE,1000ml PET,Indirect,MTD,22286.06,31196.223,15539.70789,,
Center,FSD,SPARKLING,SPRITE,1000ml PET,Indirect,TODAY,4167.153,228.271,3364.839855,,
Center,FSD,SPARKLING,SPRITE,1000ml PET,Indirect,WTD,22286.06,31196.223,15539.70789,,
Center,FSD,SPARKLING,SPRITE,1000ml PET,Indirect,YTD,292664.967,366269.569,321593.5563,,
Center,FSD,SPARKLING,SPRITE,1500ml PET,Direct,MTD,233.007,14.265,,,
Center,FSD,SPARKLING,SPRITE,1500ml PET,Direct,TODAY,55.478,14.265,,,
Center,FSD,SPARKLING,SPRITE,1500ml PET,Direct,WTD,233.007,14.265,,,
Center,FSD,SPARKLING,SPRITE,1500ml PET,Direct,YTD,3285.87,8706.847,,,
Center,FSD,SPARKLING,SPRITE,1500ml PET,Indirect,MTD,29094.93,48480.776,31811.95142,,
Center,FSD,SPARKLING,SPRITE,1500ml PET,Indirect,TODAY,5522.29,305.921,6888.296921,,
Center,FSD,SPARKLING,SPRITE,1500ml PET,Indirect,WTD,29094.93,48480.776,31811.95142,,
Center,FSD,SPARKLING,SPRITE,1500ml PET,Indirect,YTD,605207.587,704751.268,674747.2921,,
Center,FSD,SPARKLING,SPRITE,2250ml PET,Direct,MTD,,13999.426,,,
Center,FSD,SPARKLING,SPRITE,2250ml PET,Direct,TODAY,,7304.048,,,
Center,FSD,SPARKLING,SPRITE,2250ml PET,Direct,WTD,,13999.426,,,
Center,FSD,SPARKLING,SPRITE,2250ml PET,Direct,YTD,101143.967,139197.758,,,
Center,FSD,SPARKLING,SPRITE,2250ml PET,Indirect,MTD,12613.828,15478.924,11246.82117,,
Center,FSD,SPARKLING,SPRITE,2250ml PET,Indirect,TODAY,3713.937,7.133,2435.29366,,
Center,FSD,SPARKLING,SPRITE,2250ml PET,Indirect,WTD,12613.828,15478.924,11246.82117,,
Center,FSD,SPARKLING,SPRITE,2250ml PET,Indirect,YTD,120331.033,150701.327,223963.8686,,
Center,FSD,SPARKLING,SPRITE,250ml CAN,Direct,MTD,4.227,4.227,,,
Center,FSD,SPARKLING,SPRITE,250ml CAN,Direct,TODAY,,2.642,,,
Center,FSD,SPARKLING,SPRITE,250ml CAN,Direct,WTD,4.227,4.227,,,
Center,FSD,SPARKLING,SPRITE,250ml CAN,Direct,YTD,541.57,885.005,,,
Center,FSD,SPARKLING,SPRITE,250ml CAN,Indirect,MTD,1006.537,1974.826,536.8653363,,
Center,FSD,SPARKLING,SPRITE,250ml CAN,Indirect,TODAY,336.951,3.169,116.2483808,,
Center,FSD,SPARKLING,SPRITE,250ml CAN,Indirect,WTD,1006.537,1974.826,536.8653363,,
Center,FSD,SPARKLING,SPRITE,250ml CAN,Indirect,YTD,16856.006,23154.401,11568.67261,,
Center,FSD,SPARKLING,SPRITE,250ml NRGB,Direct,YTD,38.57,,,,
Center,FSD,SPARKLING,SPRITE,250ml NRGB,Indirect,YTD,33.814,,,,
Center,FSD,SPARKLING,SPRITE,250ml RGB,Indirect,MTD,11265.41,23051.62,10812.76969,,
Center,FSD,SPARKLING,SPRITE,250ml RGB,Indirect,TODAY,2646.172,184.942,2341.307742,,
Center,FSD,SPARKLING,SPRITE,250ml RGB,Indirect,WTD,11265.41,23051.62,10812.76969,,
Center,FSD,SPARKLING,SPRITE,250ml RGB,Indirect,YTD,218481.695,217461.379,210191.1789,,
Center,FSD,SPARKLING,SPRITE,330ml Can,Direct,YTD,69.744,209.232,,,
Center,FSD,SPARKLING,SPRITE,330ml Can,Indirect,MTD,13.94,,7.179931428,,
Center,FSD,SPARKLING,SPRITE,330ml Can,Indirect,TODAY,1.394,,1.554682983,,
Center,FSD,SPARKLING,SPRITE,330ml Can,Indirect,WTD,13.94,,7.179931428,,
Center,FSD,SPARKLING,SPRITE,330ml Can,Indirect,YTD,143.624,66.249,145.9969983,,
Center,FSD,SPARKLING,SPRITE,500ml PET,Direct,MTD,,7.397,,,
Center,FSD,SPARKLING,SPRITE,500ml PET,Direct,TODAY,,7.397,,,
Center,FSD,SPARKLING,SPRITE,500ml PET,Direct,WTD,,7.397,,,
Center,FSD,SPARKLING,SPRITE,500ml PET,Direct,YTD,7564.003,922.515,,,
Center,FSD,SPARKLING,SPRITE,500ml PET,Indirect,MTD,1405.498,2102.974,,,
Center,FSD,SPARKLING,SPRITE,500ml PET,Indirect,TODAY,539.995,,,,
Center,FSD,SPARKLING,SPRITE,500ml PET,Indirect,WTD,1405.498,2102.974,,,
Center,FSD,SPARKLING,SPRITE,500ml PET,Indirect,YTD,20452.532,29218.175,,,
Center,FSD,SPARKLING,SPRITE,750ml PET,Indirect,MTD,,327.417,4575.86068,,
Center,FSD,SPARKLING,SPRITE,750ml PET,Indirect,TODAY,,,990.8190357,,
Center,FSD,SPARKLING,SPRITE,750ml PET,Indirect,WTD,,327.417,4575.86068,,
Center,FSD,SPARKLING,SPRITE,750ml PET,Indirect,YTD,,1037.87,95155.03771,,
Center,FSD,SPARKLING,SPRITE,BIB,Direct,MTD,270.52,518.495,,,
Center,FSD,SPARKLING,SPRITE,BIB,Direct,WTD,270.52,518.495,,,
Center,FSD,SPARKLING,SPRITE,BIB,Direct,YTD,7056.052,10099.416,,,
Center,FSD,SPARKLING,SPRITE,BIB,Indirect,MTD,,,321.1523265,,
Center,FSD,SPARKLING,SPRITE,BIB,Indirect,TODAY,,,69.5396693,,
Center,FSD,SPARKLING,SPRITE,BIB,Indirect,WTD,,,321.1523265,,
Center,FSD,SPARKLING,SPRITE,BIB,Indirect,YTD,,,8750.567133,,
Center,FSD,SPARKLING,SPRITE 3G,250ml RGB,Indirect,MTD,329.748,,,,
Center,FSD,SPARKLING,SPRITE 3G,250ml RGB,Indirect,TODAY,34.878,,,,
Center,FSD,SPARKLING,SPRITE 3G,250ml RGB,Indirect,WTD,329.748,,,,
Center,FSD,SPARKLING,SPRITE 3G,250ml RGB,Indirect,YTD,5631.772,,,,
Center,FSD,SPARKLING,SPRITE 3G,500ml PET,Indirect,MTD,,,862.7278891,,
Center,FSD,SPARKLING,SPRITE 3G,500ml PET,Indirect,TODAY,,,186.8079635,,
Center,FSD,SPARKLING,SPRITE 3G,500ml PET,Indirect,WTD,,,862.7278891,,
Center,FSD,SPARKLING,SPRITE 3G,500ml PET,Indirect,YTD,,,17742.92658,,
Center,FSD,SPARKLING,SPRITE ZERO,1500ml PET,Direct,MTD,3.17,1.585,,,
Center,FSD,SPARKLING,SPRITE ZERO,1500ml PET,Direct,TODAY,,1.585,,,
Center,FSD,SPARKLING,SPRITE ZERO,1500ml PET,Direct,WTD,3.17,1.585,,,
Center,FSD,SPARKLING,SPRITE ZERO,1500ml PET,Direct,YTD,61.818,570.629,,,
Center,FSD,SPARKLING,SPRITE ZERO,1500ml PET,Indirect,MTD,451.73,488.198,263.7193961,,
Center,FSD,SPARKLING,SPRITE ZERO,1500ml PET,Indirect,TODAY,38.04,,57.10361743,,
Center,FSD,SPARKLING,SPRITE ZERO,1500ml PET,Indirect,WTD,451.73,488.198,263.7193961,,
Center,FSD,SPARKLING,SPRITE ZERO,1500ml PET,Indirect,YTD,4040.242,5094.344,5615.914319,,
Center,FSD,SPARKLING,SPRITE ZERO,250ml CAN,Direct,YTD,58.12,491.375,,,
Center,FSD,SPARKLING,SPRITE ZERO,250ml CAN,Indirect,MTD,9.505,1.057,38.21923244,,
Center,FSD,SPARKLING,SPRITE ZERO,250ml CAN,Indirect,TODAY,6.336,,8.275676572,,
Center,FSD,SPARKLING,SPRITE ZERO,250ml CAN,Indirect,WTD,9.505,1.057,38.21923244,,
Center,FSD,SPARKLING,SPRITE ZERO,250ml CAN,Indirect,YTD,934.609,22.718,831.0971567,,
Center,FSD,SPARKLING,SPRITE ZERO,250ml NRGB,Direct,YTD,87.179,,,,
Center,FSD,SPARKLING,SPRITE ZERO,250ml NRGB,Indirect,YTD,93.516,,,,
Center,FSD,SPARKLING,SPRITE ZERO,500ml PET,Direct,MTD,2.113,,,,
Center,FSD,SPARKLING,SPRITE ZERO,500ml PET,Direct,WTD,2.113,,,,
Center,FSD,SPARKLING,SPRITE ZERO,500ml PET,Direct,YTD,25.361,182.813,,,
Center,FSD,SPARKLING,SPRITE ZERO,500ml PET,Indirect,MTD,65.531,152.18,57.37881729,,
Center,FSD,SPARKLING,SPRITE ZERO,500ml PET,Indirect,TODAY,9.513,,12.42433465,,
Center,FSD,SPARKLING,SPRITE ZERO,500ml PET,Indirect,WTD,65.531,152.18,57.37881729,,
Center,FSD,SPARKLING,SPRITE ZERO,500ml PET,Indirect,YTD,953.222,1094.829,1177.610097,,
Center,FSD,SPARKLING,SPRITE ZERO,BIB,Direct,MTD,22.543,45.086,,,
Center,FSD,SPARKLING,SPRITE ZERO,BIB,Direct,TODAY,,45.086,,,
Center,FSD,SPARKLING,SPRITE ZERO,BIB,Direct,WTD,22.543,45.086,,,
Center,FSD,SPARKLING,SPRITE ZERO,BIB,Direct,YTD,202.887,180.344,,,
Center,FSD,SPARKLING,SPRITE ZERO,BIB,Indirect,MTD,,,1.990316164,,
Center,FSD,SPARKLING,SPRITE ZERO,BIB,Indirect,TODAY,,,0.430966605,,
Center,FSD,SPARKLING,SPRITE ZERO,BIB,Indirect,WTD,,,1.990316164,,
Center,FSD,SPARKLING,SPRITE ZERO,BIB,Indirect,YTD,,,41.63145256,,
Center,FSD,WATER,DASANI,1500ml PET,Direct,MTD,,15.851,,,
Center,FSD,WATER,DASANI,1500ml PET,Direct,TODAY,,15.851,,,
Center,FSD,WATER,DASANI,1500ml PET,Direct,WTD,,15.851,,,
Center,FSD,WATER,DASANI,1500ml PET,Direct,YTD,,1450.348,,,
Center,FSD,WATER,DASANI,1500ml PET,Indirect,MTD,,1741.961,,,
Center,FSD,WATER,DASANI,1500ml PET,Indirect,TODAY,,1.585,,,
Center,FSD,WATER,DASANI,1500ml PET,Indirect,WTD,,1741.961,,,
Center,FSD,WATER,DASANI,1500ml PET,Indirect,YTD,,3916.658,,,
Center,FSD,WATER,DASANI,500ml PET,Direct,MTD,,49.665,,,
Center,FSD,WATER,DASANI,500ml PET,Direct,TODAY,,39.098,,,
Center,FSD,WATER,DASANI,500ml PET,Direct,WTD,,49.665,,,
Center,FSD,WATER,DASANI,500ml PET,Direct,YTD,,49.665,,,
Center,FSD,WATER,DASANI,500ml PET,Indirect,MTD,,97.223,,,
Center,FSD,WATER,DASANI,500ml PET,Indirect,WTD,,97.223,,,
Center,FSD,WATER,DASANI,500ml PET,Indirect,YTD,,97.223,,,
Center,FSD,WATER,KINLEY,1500ml PET,Direct,MTD,168.018,,,,
Center,FSD,WATER,KINLEY,1500ml PET,Direct,WTD,168.018,,,,
Center,FSD,WATER,KINLEY,1500ml PET,Direct,YTD,5355.984,7560.831,,,
Center,FSD,WATER,KINLEY,1500ml PET,Indirect,MTD,3812.058,4813.845,6075.855023,,
Center,FSD,WATER,KINLEY,1500ml PET,Indirect,TODAY,1386.934,1.585,1315.615408,,
Center,FSD,WATER,KINLEY,1500ml PET,Indirect,WTD,3812.058,4813.845,6075.855023,,
Center,FSD,WATER,KINLEY,1500ml PET,Indirect,YTD,72460.93,86135.373,129592.9659,,
Center,FSD,WATER,KINLEY,500ml PET,Direct,MTD,28.531,,,,
Center,FSD,WATER,KINLEY,500ml PET,Direct,WTD,28.531,,,,
Center,FSD,WATER,KINLEY,500ml PET,Direct,YTD,392.043,767.177,,,
Center,FSD,WATER,KINLEY,500ml PET,Indirect,MTD,663.633,823.26,2334.273217,,
Center,FSD,WATER,KINLEY,500ml PET,Indirect,TODAY,214.52,,505.4442213,,
Center,FSD,WATER,KINLEY,500ml PET,Indirect,WTD,663.633,823.26,2334.273217,,
Center,FSD,WATER,KINLEY,500ml PET,Indirect,YTD,15218.322,29311.063,51634.94243,,
Center,LHR-A,ENERGY DRINK,MONSTER PREMIUM,355ml CAN,Direct,MTD,,17.254,,,
Center,LHR-A,ENERGY DRINK,MONSTER PREMIUM,355ml CAN,Direct,TODAY,,5.251,,,
Center,LHR-A,ENERGY DRINK,MONSTER PREMIUM,355ml CAN,Direct,WTD,,17.254,,,
Center,LHR-A,ENERGY DRINK,MONSTER PREMIUM,355ml CAN,Direct,YTD,,697.731,,,
Center,LHR-A,ENERGY DRINK,MONSTER PREMIUM,355ml CAN,Indirect,MTD,,75.027,320.2726239,,
Center,LHR-A,ENERGY DRINK,MONSTER PREMIUM,355ml CAN,Indirect,TODAY,,2.251,70.66693108,,
Center,LHR-A,ENERGY DRINK,MONSTER PREMIUM,355ml CAN,Indirect,WTD,,75.027,320.2726239,,
Center,LHR-A,ENERGY DRINK,MONSTER PREMIUM,355ml CAN,Indirect,YTD,,357.112,4992.68495,,
Center,LHR-A,ENERGY DRINK,Mutant,500ml PET,Indirect,MTD,,,2762.950229,,
Center,LHR-A,ENERGY DRINK,Mutant,500ml PET,Indirect,TODAY,,,609.6344141,,
Center,LHR-A,ENERGY DRINK,Mutant,500ml PET,Indirect,WTD,,,2762.950229,,
Center,LHR-A,ENERGY DRINK,Mutant,500ml PET,Indirect,YTD,,,35072.76648,,
Center,LHR-A,JUICE,CAPPY JOOSI APPLE,200ml TETRA,Direct,YTD,,81.155,,,
Center,LHR-A,JUICE,CAPPY JOOSI APPLE,200ml TETRA,Indirect,MTD,,,466.8516375,,
Center,LHR-A,JUICE,CAPPY JOOSI APPLE,200ml TETRA,Indirect,TODAY,,,103.0090305,,
Center,LHR-A,JUICE,CAPPY JOOSI APPLE,200ml TETRA,Indirect,WTD,,,466.8516375,,
Center,LHR-A,JUICE,CAPPY JOOSI APPLE,200ml TETRA,Indirect,YTD,,46.499,5330.174199,,
Center,LHR-A,JUICE,CAPPY JOOSI MANGO,200ml TETRA,Direct,MTD,,3.381,,,
Center,LHR-A,JUICE,CAPPY JOOSI MANGO,200ml TETRA,Direct,TODAY,,1.691,,,
Center,LHR-A,JUICE,CAPPY JOOSI MANGO,200ml TETRA,Direct,WTD,,3.381,,,
Center,LHR-A,JUICE,CAPPY JOOSI MANGO,200ml TETRA,Direct,YTD,,1220.709,,,
Center,LHR-A,JUICE,CAPPY JOOSI MANGO,200ml TETRA,Indirect,MTD,,23.665,700.2774563,,
Center,LHR-A,JUICE,CAPPY JOOSI MANGO,200ml TETRA,Indirect,TODAY,,13.522,154.5135458,,
Center,LHR-A,JUICE,CAPPY JOOSI MANGO,200ml TETRA,Indirect,WTD,,23.665,700.2774563,,
Center,LHR-A,JUICE,CAPPY JOOSI MANGO,200ml TETRA,Indirect,YTD,,1000.138,7995.261298,,
Center,LHR-A,JUICE,Cappy Pulpy Apple,1000ml PET,Indirect,MTD,,,102.4315611,,
Center,LHR-A,JUICE,Cappy Pulpy Apple,1000ml PET,Indirect,TODAY,,,22.60113269,,
Center,LHR-A,JUICE,Cappy Pulpy Apple,1000ml PET,Indirect,WTD,,,102.4315611,,
Center,LHR-A,JUICE,Cappy Pulpy Apple,1000ml PET,Indirect,YTD,,,2959.80955,,
Center,LHR-A,JUICE,Cappy Pulpy Apple,350ml PET,Indirect,MTD,,,275.3287363,,
Center,LHR-A,JUICE,Cappy Pulpy Apple,350ml PET,Indirect,TODAY,,,60.75023396,,
Center,LHR-A,JUICE,Cappy Pulpy Apple,350ml PET,Indirect,WTD,,,275.3287363,,
Center,LHR-A,JUICE,Cappy Pulpy Apple,350ml PET,Indirect,YTD,,,7116.285032,,
Center,LHR-A,JUICE,CAPPY PULPY MANGO,1000ml PET,Direct,YTD,,2.113,,,
Center,LHR-A,JUICE,CAPPY PULPY MANGO,1000ml PET,Indirect,YTD,,22.19,,,
Center,LHR-A,JUICE,CAPPY PULPY MANGO,350ml PET,Direct,YTD,,21.452,,,
Center,LHR-A,JUICE,CAPPY PULPY MANGO,350ml PET,Indirect,MTD,,0.74,,,
Center,LHR-A,JUICE,CAPPY PULPY MANGO,350ml PET,Indirect,WTD,,0.74,,,
Center,LHR-A,JUICE,CAPPY PULPY MANGO,350ml PET,Indirect,YTD,,665.735,,,
Center,LHR-A,JUICE,CAPPY PULPY ORANGE,1000ml PET,Direct,MTD,,243.045,,,
Center,LHR-A,JUICE,CAPPY PULPY ORANGE,1000ml PET,Direct,TODAY,,84.538,,,
Center,LHR-A,JUICE,CAPPY PULPY ORANGE,1000ml PET,Direct,WTD,,243.045,,,
Center,LHR-A,JUICE,CAPPY PULPY ORANGE,1000ml PET,Direct,YTD,,4228.951,,,
Center,LHR-A,JUICE,CAPPY PULPY ORANGE,1000ml PET,Indirect,MTD,,531.536,2125.70143,,
Center,LHR-A,JUICE,CAPPY PULPY ORANGE,1000ml PET,Indirect,TODAY,,61.289,469.0279007,,
Center,LHR-A,JUICE,CAPPY PULPY ORANGE,1000ml PET,Indirect,WTD,,531.536,2125.70143,,
Center,LHR-A,JUICE,CAPPY PULPY ORANGE,1000ml PET,Indirect,YTD,,2312.153,33758.08605,,
Center,LHR-A,JUICE,CAPPY PULPY ORANGE,350ml PET,Direct,MTD,,372.077,,,
Center,LHR-A,JUICE,CAPPY PULPY ORANGE,350ml PET,Direct,TODAY,,97.645,,,
Center,LHR-A,JUICE,CAPPY PULPY ORANGE,350ml PET,Direct,WTD,,372.077,,,
Center,LHR-A,JUICE,CAPPY PULPY ORANGE,350ml PET,Direct,YTD,,6347.451,,,
Center,LHR-A,JUICE,CAPPY PULPY ORANGE,350ml PET,Indirect,MTD,,1833.794,2705.141395,,
Center,LHR-A,JUICE,CAPPY PULPY ORANGE,350ml PET,Indirect,TODAY,,363.199,596.8791157,,
Center,LHR-A,JUICE,CAPPY PULPY ORANGE,350ml PET,Indirect,WTD,,1833.794,2705.141395,,
Center,LHR-A,JUICE,CAPPY PULPY ORANGE,350ml PET,Indirect,YTD,,29135.503,53345.34971,,
Center,LHR-A,JUICE,Cappy Pulpy Tropical,1000ml PET,Indirect,MTD,,,292.2866319,,
Center,LHR-A,JUICE,Cappy Pulpy Tropical,1000ml PET,Indirect,TODAY,,,64.49192886,,
Center,LHR-A,JUICE,Cappy Pulpy Tropical,1000ml PET,Indirect,WTD,,,292.2866319,,
Center,LHR-A,JUICE,Cappy Pulpy Tropical,1000ml PET,Indirect,YTD,,,5038.018226,,
Center,LHR-A,JUICE,Cappy Pulpy Tropical,350ml PET,Indirect,MTD,,,598.2782609,,
Center,LHR-A,JUICE,Cappy Pulpy Tropical,350ml PET,Indirect,TODAY,,,132.007813,,
Center,LHR-A,JUICE,Cappy Pulpy Tropical,350ml PET,Indirect,WTD,,,598.2782609,,
Center,LHR-A,JUICE,Cappy Pulpy Tropical,350ml PET,Indirect,YTD,,,9665.856099,,
Center,LHR-A,JUICE,RANI FLOAT,240ml CAN,Direct,MTD,136.943,,,,
Center,LHR-A,JUICE,RANI FLOAT,240ml CAN,Direct,TODAY,33.473,,,,
Center,LHR-A,JUICE,RANI FLOAT,240ml CAN,Direct,WTD,136.943,,,,
Center,LHR-A,JUICE,RANI FLOAT,240ml CAN,Direct,YTD,4360.809,2520.704,,,
Center,LHR-A,JUICE,RANI FLOAT,240ml CAN,Indirect,MTD,,4.058,,,
Center,LHR-A,JUICE,RANI FLOAT,240ml CAN,Indirect,WTD,,4.058,,,
Center,LHR-A,JUICE,RANI FLOAT,240ml CAN,Indirect,YTD,4583.694,868.174,,,
Center,LHR-A,JUICE,RANI PULPY Mango,1000ml PET,Direct,MTD,1.057,,,,
Center,LHR-A,JUICE,RANI PULPY Mango,1000ml PET,Direct,WTD,1.057,,,,
Center,LHR-A,JUICE,RANI PULPY Mango,1000ml PET,Direct,YTD,1911.582,,,,
Center,LHR-A,JUICE,RANI PULPY Mango,1000ml PET,Indirect,MTD,140.549,,,,
Center,LHR-A,JUICE,RANI PULPY Mango,1000ml PET,Indirect,TODAY,33.816,,,,
Center,LHR-A,JUICE,RANI PULPY Mango,1000ml PET,Indirect,WTD,140.549,,,,
Center,LHR-A,JUICE,RANI PULPY Mango,1000ml PET,Indirect,YTD,1578.821,,,,
Center,LHR-A,JUICE,RANI PULPY Mango,350ml PET,Direct,YTD,2421.785,,,,
Center,LHR-A,JUICE,RANI PULPY Mango,350ml PET,Indirect,MTD,306.26,,,,
Center,LHR-A,JUICE,RANI PULPY Mango,350ml PET,Indirect,TODAY,68.057,,,,
Center,LHR-A,JUICE,RANI PULPY Mango,350ml PET,Indirect,WTD,306.26,,,,
Center,LHR-A,JUICE,RANI PULPY Mango,350ml PET,Indirect,YTD,3430.92,,,,
Center,LHR-A,JUICE,RANI PULPY Orange,1000ml PET,Direct,MTD,287.424,,,,
Center,LHR-A,JUICE,RANI PULPY Orange,1000ml PET,Direct,TODAY,89.817,,,,
Center,LHR-A,JUICE,RANI PULPY Orange,1000ml PET,Direct,WTD,287.424,,,,
Center,LHR-A,JUICE,RANI PULPY Orange,1000ml PET,Direct,YTD,4017.573,,,,
Center,LHR-A,JUICE,RANI PULPY Orange,1000ml PET,Indirect,MTD,554.789,,,,
Center,LHR-A,JUICE,RANI PULPY Orange,1000ml PET,Indirect,TODAY,142.66,,,,
Center,LHR-A,JUICE,RANI PULPY Orange,1000ml PET,Indirect,WTD,554.789,,,,
Center,LHR-A,JUICE,RANI PULPY Orange,1000ml PET,Indirect,YTD,6515.924,,,,
Center,LHR-A,JUICE,RANI PULPY Orange,350ml PET,Direct,MTD,579.935,,,,
Center,LHR-A,JUICE,RANI PULPY Orange,350ml PET,Direct,TODAY,278.13,,,,
Center,LHR-A,JUICE,RANI PULPY Orange,350ml PET,Direct,WTD,579.935,,,,
Center,LHR-A,JUICE,RANI PULPY Orange,350ml PET,Direct,YTD,7263.339,,,,
Center,LHR-A,JUICE,RANI PULPY Orange,350ml PET,Indirect,MTD,2910.777,,,,
Center,LHR-A,JUICE,RANI PULPY Orange,350ml PET,Indirect,TODAY,728.613,,,,
Center,LHR-A,JUICE,RANI PULPY Orange,350ml PET,Indirect,WTD,2910.777,,,,
Center,LHR-A,JUICE,RANI PULPY Orange,350ml PET,Indirect,YTD,45701.05,,,,
Center,LHR-A,SPARKLING,COCA COLA ZERO,1500ml PET,Direct,MTD,900.312,,,,
Center,LHR-A,SPARKLING,COCA COLA ZERO,1500ml PET,Direct,TODAY,562.7,,,,
Center,LHR-A,SPARKLING,COCA COLA ZERO,1500ml PET,Direct,WTD,900.312,,,,
Center,LHR-A,SPARKLING,COCA COLA ZERO,1500ml PET,Direct,YTD,13837.552,9007.885,,,
Center,LHR-A,SPARKLING,COCA COLA ZERO,1500ml PET,Indirect,MTD,752.885,166.426,1557.870576,,
Center,LHR-A,SPARKLING,COCA COLA ZERO,1500ml PET,Indirect,TODAY,148.992,4.755,343.7381918,,
Center,LHR-A,SPARKLING,COCA COLA ZERO,1500ml PET,Indirect,WTD,752.885,166.426,1557.870576,,
Center,LHR-A,SPARKLING,COCA COLA ZERO,1500ml PET,Indirect,YTD,12412.332,7387.817,32324.82049,,
Center,LHR-A,SPARKLING,COCA COLA ZERO,250ml CAN,Direct,MTD,281.623,128.394,,,
Center,LHR-A,SPARKLING,COCA COLA ZERO,250ml CAN,Direct,TODAY,54.423,4.228,,,
Center,LHR-A,SPARKLING,COCA COLA ZERO,250ml CAN,Direct,WTD,281.623,128.394,,,
Center,LHR-A,SPARKLING,COCA COLA ZERO,250ml CAN,Direct,YTD,4754.729,9349.885,,,
Center,LHR-A,SPARKLING,COCA COLA ZERO,250ml CAN,Indirect,MTD,498.232,366.142,1308.448523,,
Center,LHR-A,SPARKLING,COCA COLA ZERO,250ml CAN,Indirect,TODAY,254.141,,288.7041685,,
Center,LHR-A,SPARKLING,COCA COLA ZERO,250ml CAN,Indirect,WTD,498.232,366.142,1308.448523,,
Center,LHR-A,SPARKLING,COCA COLA ZERO,250ml CAN,Indirect,YTD,4771.394,8653.704,20017.3442,,
Center,LHR-A,SPARKLING,COCA COLA ZERO,500ml PET,Direct,MTD,762.948,853.82,,,
Center,LHR-A,SPARKLING,COCA COLA ZERO,500ml PET,Direct,TODAY,274.744,148.993,,,
Center,LHR-A,SPARKLING,COCA COLA ZERO,500ml PET,Direct,WTD,762.948,853.82,,,
Center,LHR-A,SPARKLING,COCA COLA ZERO,500ml PET,Direct,YTD,9433.303,11576.317,,,
Center,LHR-A,SPARKLING,COCA COLA ZERO,500ml PET,Indirect,MTD,1039.858,1512.215,1085.372885,,
Center,LHR-A,SPARKLING,COCA COLA ZERO,500ml PET,Indirect,TODAY,200.786,269.472,239.4833811,,
Center,LHR-A,SPARKLING,COCA COLA ZERO,500ml PET,Indirect,WTD,1039.858,1512.215,1085.372885,,
Center,LHR-A,SPARKLING,COCA COLA ZERO,500ml PET,Indirect,YTD,12466.429,14497.499,16291.43005,,
Center,LHR-A,SPARKLING,COCA COLA ZERO,BIB,Direct,MTD,,180.346,,,
Center,LHR-A,SPARKLING,COCA COLA ZERO,BIB,Direct,WTD,,180.346,,,
Center,LHR-A,SPARKLING,COCA COLA ZERO,BIB,Direct,YTD,,15306.915,,,
Center,LHR-A,SPARKLING,COCA COLA ZERO,BIB,Indirect,MTD,,,1261.746221,,
Center,LHR-A,SPARKLING,COCA COLA ZERO,BIB,Indirect,TODAY,,,278.399484,,
