Region,Loc,CATEGORY,BRAND,PACK,RTM,Period,ACT-2017,ACT-2018,BP-2018,,
North,ISD,SPARKLING,COCA-COLA,250ml NRGB,Indirect,TODAY,,2.641,,,
North,ISD,SPARKLING,COCA-COLA,250ml NRGB,Indirect,WTD,3.17,11.094,,,
North,ISD,SPARKLING,COCA-COLA,250ml NRGB,Indirect,YTD,441.116,87.693,,,
North,ISD,SPARKLING,COCA-COLA,250ml RGB,Direct,MTD,19.021,253.612,,,
North,ISD,SPARKLING,COCA-COLA,250ml RGB,Direct,TODAY,,253.612,,,
North,ISD,SPARKLING,COCA-COLA,250ml RGB,Direct,WTD,19.021,253.612,,,
North,ISD,SPARKLING,COCA-COLA,250ml RGB,Direct,YTD,179.643,1342.034,,,
North,ISD,SPARKLING,COCA-COLA,250ml RGB,Indirect,MTD,4745.032,8298.584,3253.005751,,
North,ISD,SPARKLING,COCA-COLA,250ml RGB,Indirect,TODAY,1139.225,1532.27,690.6796622,,
North,ISD,SPARKLING,COCA-COLA,250ml RGB,Indirect,WTD,4745.032,8298.584,3253.005751,,
North,ISD,SPARKLING,COCA-COLA,250ml RGB,Indirect,YTD,131805.033,109719.467,141270.4948,,
North,ISD,SPARKLING,COCA-COLA,330ml Can,Direct,MTD,83.692,29.99,,,
North,ISD,SPARKLING,COCA-COLA,330ml Can,Direct,WTD,83.692,29.99,,,
North,ISD,SPARKLING,COCA-COLA,330ml Can,Direct,YTD,2150.191,4181.811,,,
North,ISD,SPARKLING,COCA-COLA,330ml Can,Indirect,MTD,1309.702,411.464,134.8570354,,
North,ISD,SPARKLING,COCA-COLA,330ml Can,Indirect,TODAY,42.536,57.184,28.63290715,,
North,ISD,SPARKLING,COCA-COLA,330ml Can,Indirect,WTD,1309.702,411.464,134.8570354,,
North,ISD,SPARKLING,COCA-COLA,330ml Can,Indirect,YTD,10045.836,5226.128,7992.578215,,
North,ISD,SPARKLING,COCA-COLA,350ml PET,Indirect,MTD,,783.449,216.8795988,,
North,ISD,SPARKLING,COCA-COLA,350ml PET,Indirect,TODAY,,245.62,46.04797517,,
North,ISD,SPARKLING,COCA-COLA,350ml PET,Indirect,WTD,,783.449,216.8795988,,
North,ISD,SPARKLING,COCA-COLA,350ml PET,Indirect,YTD,,3974.162,5155.637374,,
North,ISD,SPARKLING,COCA-COLA,500ml PET,Direct,MTD,,49.666,,,
North,ISD,SPARKLING,COCA-COLA,500ml PET,Direct,TODAY,,2.113,,,
North,ISD,SPARKLING,COCA-COLA,500ml PET,Direct,WTD,,49.666,,,
North,ISD,SPARKLING,COCA-COLA,500ml PET,Direct,YTD,42109.233,4149.744,,,
North,ISD,SPARKLING,COCA-COLA,500ml PET,Indirect,MTD,5439.471,6095.364,3393.940565,,
North,ISD,SPARKLING,COCA-COLA,500ml PET,Indirect,TODAY,1495.412,1417.131,720.6030061,,
North,ISD,SPARKLING,COCA-COLA,500ml PET,Indirect,WTD,5439.471,6095.364,3393.940565,,
North,ISD,SPARKLING,COCA-COLA,500ml PET,Indirect,YTD,163326.14,184148.136,178728.7049,,
North,ISD,SPARKLING,COCA-COLA,BIB,Direct,MTD,135.26,1059.538,,,
North,ISD,SPARKLING,COCA-COLA,BIB,Direct,TODAY,,112.717,,,
North,ISD,SPARKLING,COCA-COLA,BIB,Direct,WTD,135.26,1059.538,,,
North,ISD,SPARKLING,COCA-COLA,BIB,Direct,YTD,17042.776,16546.818,,,
North,ISD,SPARKLING,COCA-COLA,BIB,Indirect,MTD,,,295.1269096,,
North,ISD,SPARKLING,COCA-COLA,BIB,Indirect,TODAY,,,62.66147983,,
North,ISD,SPARKLING,COCA-COLA,BIB,Indirect,WTD,,,295.1269096,,
North,ISD,SPARKLING,COCA-COLA,BIB,Indirect,YTD,,,17698.58237,,
North,ISD,SPARKLING,Coca-Cola Zero,350ml PET,Indirect,MTD,,,7.478635171,,
North,ISD,SPARKLING,Coca-Cola Zero,350ml PET,Indirect,TODAY,,,1.587867225,,
North,ISD,SPARKLING,Coca-Cola Zero,350ml PET,Indirect,WTD,,,7.478635171,,
North,ISD,SPARKLING,Coca-Cola Zero,350ml PET,Indirect,YTD,,,177.7812722,,
North,ISD,SPARKLING,DIET COKE,1500ml PET,Direct,YTD,,-1.585,,,
North,ISD,SPARKLING,DIET COKE,1500ml PET,Indirect,YTD,361.398,,,,
North,ISD,SPARKLING,DIET COKE,250ml CAN,Direct,YTD,620.301,,,,
North,ISD,SPARKLING,DIET COKE,250ml CAN,Indirect,MTD,51.251,,53.25181723,,
North,ISD,SPARKLING,DIET COKE,250ml CAN,Indirect,TODAY,,,11.30645008,,
North,ISD,SPARKLING,DIET COKE,250ml CAN,Indirect,WTD,51.251,,53.25181723,,
North,ISD,SPARKLING,DIET COKE,250ml CAN,Indirect,YTD,2307.757,,1953.783588,,
North,ISD,SPARKLING,DIET COKE,250ml NRGB,Direct,YTD,86.654,,,,
North,ISD,SPARKLING,DIET COKE,250ml NRGB,Indirect,YTD,365.614,,,,
North,ISD,SPARKLING,DIET COKE,500ml PET,Indirect,YTD,120.468,,,,
North,ISD,SPARKLING,DIET COKE,BIB,Direct,YTD,834.099,,,,
North,ISD,SPARKLING,FANTA,1000ml PET,Direct,YTD,31.702,296.937,,,
North,ISD,SPARKLING,FANTA,1000ml PET,Indirect,MTD,1100.181,5074.532,1006.388901,,
North,ISD,SPARKLING,FANTA,1000ml PET,Indirect,TODAY,321.291,1472.048,213.6769496,,
North,ISD,SPARKLING,FANTA,1000ml PET,Indirect,WTD,1100.181,5074.532,1006.388901,,
North,ISD,SPARKLING,FANTA,1000ml PET,Indirect,YTD,24445.812,62608.249,40814.20467,,
North,ISD,SPARKLING,FANTA,1500ml PET,Direct,MTD,15.851,621.352,,,
North,ISD,SPARKLING,FANTA,1500ml PET,Direct,TODAY,,39.627,,,
North,ISD,SPARKLING,FANTA,1500ml PET,Direct,WTD,15.851,621.352,,,
North,ISD,SPARKLING,FANTA,1500ml PET,Direct,YTD,6238.874,7600.446,,,
North,ISD,SPARKLING,FANTA,1500ml PET,Indirect,MTD,6506.524,8061.518,4246.25202,,
North,ISD,SPARKLING,FANTA,1500ml PET,Indirect,TODAY,1589.791,1382.156,901.5661622,,
North,ISD,SPARKLING,FANTA,1500ml PET,Indirect,WTD,6506.524,8061.518,4246.25202,,
North,ISD,SPARKLING,FANTA,1500ml PET,Indirect,YTD,85616.22,93159.664,176960.457,,
North,ISD,SPARKLING,FANTA,2250ml PET,Direct,MTD,59.441,3376.22,,,
North,ISD,SPARKLING,FANTA,2250ml PET,Direct,TODAY,,3347.689,,,
North,ISD,SPARKLING,FANTA,2250ml PET,Direct,WTD,59.441,3376.22,,,
North,ISD,SPARKLING,FANTA,2250ml PET,Direct,YTD,6055.805,9163.345,,,
North,ISD,SPARKLING,FANTA,2250ml PET,Indirect,MTD,2777.318,2294.503,1458.421278,,
North,ISD,SPARKLING,FANTA,2250ml PET,Indirect,TODAY,563.557,335.266,309.6526699,,
North,ISD,SPARKLING,FANTA,2250ml PET,Indirect,WTD,2777.318,2294.503,1458.421278,,
North,ISD,SPARKLING,FANTA,2250ml PET,Indirect,YTD,25496.582,18291.72,60902.53233,,
North,ISD,SPARKLING,FANTA,250ml CAN,Direct,MTD,2.642,2.113,,,
North,ISD,SPARKLING,FANTA,250ml CAN,Direct,WTD,2.642,2.113,,,
North,ISD,SPARKLING,FANTA,250ml CAN,Direct,YTD,531.013,756.094,,,
North,ISD,SPARKLING,FANTA,250ml CAN,Indirect,MTD,550.897,222.935,265.1774753,,
North,ISD,SPARKLING,FANTA,250ml CAN,Indirect,TODAY,96.656,120.984,56.30260229,,
North,ISD,SPARKLING,FANTA,250ml CAN,Indirect,WTD,550.897,222.935,265.1774753,,
North,ISD,SPARKLING,FANTA,250ml CAN,Indirect,YTD,15504.19,5947.308,14594.58536,,
North,ISD,SPARKLING,FANTA,250ml NRGB,Direct,YTD,,15.323,,,
North,ISD,SPARKLING,FANTA,250ml NRGB,Indirect,MTD,,2.113,,,
North,ISD,SPARKLING,FANTA,250ml NRGB,Indirect,TODAY,,1.585,,,
North,ISD,SPARKLING,FANTA,250ml NRGB,Indirect,WTD,,2.113,,,
North,ISD,SPARKLING,FANTA,250ml NRGB,Indirect,YTD,104.596,23.767,,,
North,ISD,SPARKLING,FANTA,250ml RGB,Direct,MTD,5.283,,,,
North,ISD,SPARKLING,FANTA,250ml RGB,Direct,WTD,5.283,,,,
North,ISD,SPARKLING,FANTA,250ml RGB,Direct,YTD,51.779,176.469,,,
North,ISD,SPARKLING,FANTA,250ml RGB,Indirect,MTD,1156.186,1248.073,621.4717259,,
North,ISD,SPARKLING,FANTA,250ml RGB,Indirect,TODAY,171.211,168.036,131.9511598,,
North,ISD,SPARKLING,FANTA,250ml RGB,Indirect,WTD,1156.186,1248.073,621.4717259,,
North,ISD,SPARKLING,FANTA,250ml RGB,Indirect,YTD,23842.597,15346.98,28068.74686,,
North,ISD,SPARKLING,FANTA,330ml Can,Direct,MTD,27.897,7.671,,,
North,ISD,SPARKLING,FANTA,330ml Can,Direct,WTD,27.897,7.671,,,
North,ISD,SPARKLING,FANTA,330ml Can,Direct,YTD,484.016,804.143,,,
North,ISD,SPARKLING,FANTA,330ml Can,Indirect,MTD,128.311,55.086,18.98365159,,
North,ISD,SPARKLING,FANTA,330ml Can,Indirect,TODAY,7.67,4.879,4.030617549,,
North,ISD,SPARKLING,FANTA,330ml Can,Indirect,WTD,128.311,55.086,18.98365159,,
North,ISD,SPARKLING,FANTA,330ml Can,Indirect,YTD,1206.399,761.5,1177.21329,,
North,ISD,SPARKLING,FANTA,500ml PET,Direct,MTD,,13.737,,,
North,ISD,SPARKLING,FANTA,500ml PET,Direct,WTD,,13.737,,,
North,ISD,SPARKLING,FANTA,500ml PET,Direct,YTD,1928.518,773.525,,,
North,ISD,SPARKLING,FANTA,500ml PET,Indirect,MTD,1294.638,936.328,505.1321798,,
North,ISD,SPARKLING,FANTA,500ml PET,Indirect,TODAY,352.985,109.916,107.2498944,,
North,ISD,SPARKLING,FANTA,500ml PET,Indirect,WTD,1294.638,936.328,505.1321798,,
North,ISD,SPARKLING,FANTA,500ml PET,Indirect,YTD,27149.097,19921.385,27247.3448,,
North,ISD,SPARKLING,FANTA,BIB,Direct,MTD,,171.189,,,
North,ISD,SPARKLING,FANTA,BIB,Direct,WTD,,171.189,,,
North,ISD,SPARKLING,FANTA,BIB,Direct,YTD,2929.234,2910.213,,,
North,ISD,SPARKLING,FANTA,BIB,Indirect,MTD,,,75.15084952,,
North,ISD,SPARKLING,FANTA,BIB,Indirect,TODAY,,,15.95606259,,
North,ISD,SPARKLING,FANTA,BIB,Indirect,WTD,,,75.15084952,,
North,ISD,SPARKLING,FANTA,BIB,Indirect,YTD,,,4236.580989,,
North,ISD,SPARKLING,FANTA GRAPE,250ml RGB,Indirect,MTD,114.138,,,,
North,ISD,SPARKLING,FANTA GRAPE,250ml RGB,Indirect,TODAY,10.569,,,,
North,ISD,SPARKLING,FANTA GRAPE,250ml RGB,Indirect,WTD,114.138,,,,
North,ISD,SPARKLING,FANTA GRAPE,250ml RGB,Indirect,YTD,4322.216,,,,
North,ISD,SPARKLING,FANTA POMEGRANATE,250ml RGB,Indirect,MTD,,12.683,69.87341026,,
North,ISD,SPARKLING,FANTA POMEGRANATE,250ml RGB,Indirect,TODAY,,6.341,14.83555428,,
North,ISD,SPARKLING,FANTA POMEGRANATE,250ml RGB,Indirect,WTD,,12.683,69.87341026,,
North,ISD,SPARKLING,FANTA POMEGRANATE,250ml RGB,Indirect,YTD,,53.914,3153.957604,,
North,ISD,SPARKLING,FANTA RED APPLE,250ml CAN,Direct,MTD,,43.855,,,
North,ISD,SPARKLING,FANTA RED APPLE,250ml CAN,Direct,WTD,,43.855,,,
North,ISD,SPARKLING,FANTA RED APPLE,250ml CAN,Direct,YTD,5.284,238.824,,,
North,ISD,SPARKLING,FANTA RED APPLE,250ml CAN,Indirect,MTD,33.284,67.618,20.83621878,,
North,ISD,SPARKLING,FANTA RED APPLE,250ml CAN,Indirect,TODAY,1.584,5.282,4.423955458,,
North,ISD,SPARKLING,FANTA RED APPLE,250ml CAN,Indirect,WTD,33.284,67.618,20.83621878,,
North,ISD,SPARKLING,FANTA RED APPLE,250ml CAN,Indirect,YTD,1142.649,825.101,1261.193007,,
North,ISD,SPARKLING,FANTA RED APPLE,250ml RGB,Indirect,MTD,,5.285,,,
North,ISD,SPARKLING,FANTA RED APPLE,250ml RGB,Indirect,WTD,,5.285,,,
North,ISD,SPARKLING,FANTA RED APPLE,250ml RGB,Indirect,YTD,235.681,134.207,,,
North,ISD,SPARKLING,FANTA RED APPLE,500ml PET,Direct,YTD,3.17,29.588,,,
North,ISD,SPARKLING,FANTA RED APPLE,500ml PET,Indirect,MTD,,,35.46301535,,
North,ISD,SPARKLING,FANTA RED APPLE,500ml PET,Indirect,TODAY,,,7.529523566,,
North,ISD,SPARKLING,FANTA RED APPLE,500ml PET,Indirect,WTD,,,35.46301535,,
North,ISD,SPARKLING,FANTA RED APPLE,500ml PET,Indirect,YTD,762.02,466.044,1960.821469,,
North,ISD,SPARKLING,FuzeTea Apple,250ml PET,Indirect,MTD,,,56.1903732,,
North,ISD,SPARKLING,FuzeTea Apple,250ml PET,Indirect,TODAY,,,11.93036562,,
North,ISD,SPARKLING,FuzeTea Apple,250ml PET,Indirect,WTD,,,56.1903732,,
North,ISD,SPARKLING,FuzeTea Apple,250ml PET,Indirect,YTD,,,1462.921002,,
North,ISD,SPARKLING,FuzeTea Orange,250ml PET,Indirect,MTD,,,56.1903732,,
North,ISD,SPARKLING,FuzeTea Orange,250ml PET,Indirect,TODAY,,,11.93036562,,
North,ISD,SPARKLING,FuzeTea Orange,250ml PET,Indirect,WTD,,,56.1903732,,
North,ISD,SPARKLING,FuzeTea Orange,250ml PET,Indirect,YTD,,,1462.921002,,
North,ISD,SPARKLING,FuzeTea Peach,250ml PET,Indirect,MTD,,,112.3807464,,
North,ISD,SPARKLING,FuzeTea Peach,250ml PET,Indirect,TODAY,,,23.86073124,,
North,ISD,SPARKLING,FuzeTea Peach,250ml PET,Indirect,WTD,,,112.3807464,,
North,ISD,SPARKLING,FuzeTea Peach,250ml PET,Indirect,YTD,,,2925.842004,,
North,ISD,SPARKLING,MIX (CC CCZ FA),250ml CAN,Indirect,YTD,6.864,,,,
North,ISD,SPARKLING,SCHWEPPES,330ml Can,Direct,YTD,,1.394,,,
North,ISD,SPARKLING,SCHWEPPES,330ml Can,Indirect,MTD,,82.958,,,
North,ISD,SPARKLING,SCHWEPPES,330ml Can,Indirect,TODAY,,17.428,,,
North,ISD,SPARKLING,SCHWEPPES,330ml Can,Indirect,WTD,,82.958,,,
North,ISD,SPARKLING,SCHWEPPES,330ml Can,Indirect,YTD,,375.731,,,
North,ISD,SPARKLING,SPRITE,1000ml PET,Direct,YTD,2795.022,432.199,,,
North,ISD,SPARKLING,SPRITE,1000ml PET,Indirect,MTD,2035.488,5203.464,4247.456093,,
North,ISD,SPARKLING,SPRITE,1000ml PET,Indirect,TODAY,398.421,1233.224,901.8218116,,
North,ISD,SPARKLING,SPRITE,1000ml PET,Indirect,WTD,2035.488,5203.464,4247.456093,,
North,ISD,SPARKLING,SPRITE,1000ml PET,Indirect,YTD,152966.315,172513.585,172040.7592,,
North,ISD,SPARKLING,SPRITE,1500ml PET,Direct,MTD,317.016,1385.359,,,
North,ISD,SPARKLING,SPRITE,1500ml PET,Direct,TODAY,,285.314,,,
North,ISD,SPARKLING,SPRITE,1500ml PET,Direct,WTD,317.016,1385.359,,,
North,ISD,SPARKLING,SPRITE,1500ml PET,Direct,YTD,19788.128,30013.476,,,
North,ISD,SPARKLING,SPRITE,1500ml PET,Indirect,MTD,11650.053,27847.959,13749.18366,,
North,ISD,SPARKLING,SPRITE,1500ml PET,Indirect,TODAY,2884.774,6081.907,2919.232935,,
North,ISD,SPARKLING,SPRITE,1500ml PET,Indirect,WTD,11650.053,27847.959,13749.18366,,
North,ISD,SPARKLING,SPRITE,1500ml PET,Indirect,YTD,461858.652,679877.843,596380.6928,,
North,ISD,SPARKLING,SPRITE,2250ml PET,Direct,MTD,118.881,11017.891,,,
North,ISD,SPARKLING,SPRITE,2250ml PET,Direct,TODAY,,10937.051,,,
North,ISD,SPARKLING,SPRITE,2250ml PET,Direct,WTD,118.881,11017.891,,,
North,ISD,SPARKLING,SPRITE,2250ml PET,Direct,YTD,47015.052,83832.5,,,
North,ISD,SPARKLING,SPRITE,2250ml PET,Indirect,MTD,4108.742,8707.032,3658.930596,,
North,ISD,SPARKLING,SPRITE,2250ml PET,Indirect,TODAY,991.515,1165.087,776.86581,,
North,ISD,SPARKLING,SPRITE,2250ml PET,Indirect,WTD,4108.742,8707.032,3658.930596,,
North,ISD,SPARKLING,SPRITE,2250ml PET,Indirect,YTD,85040.668,107639.562,160305.2993,,
North,ISD,SPARKLING,SPRITE,250ml CAN,Direct,MTD,15.851,69.745,,,
North,ISD,SPARKLING,SPRITE,250ml CAN,Direct,WTD,15.851,69.745,,,
North,ISD,SPARKLING,SPRITE,250ml CAN,Direct,YTD,1389.056,3906.179,,,
North,ISD,SPARKLING,SPRITE,250ml CAN,Indirect,MTD,390.911,1824.2,570.241677,,
North,ISD,SPARKLING,SPRITE,250ml CAN,Indirect,TODAY,40.133,241.957,121.0739725,,
North,ISD,SPARKLING,SPRITE,250ml CAN,Indirect,WTD,390.911,1824.2,570.241677,,
North,ISD,SPARKLING,SPRITE,250ml CAN,Indirect,YTD,23213.818,28877.313,32091.74777,,
North,ISD,SPARKLING,SPRITE,250ml NRGB,Direct,YTD,103.033,31.174,,,
North,ISD,SPARKLING,SPRITE,250ml NRGB,Indirect,MTD,18.492,4.754,,,
North,ISD,SPARKLING,SPRITE,250ml NRGB,Indirect,TODAY,5.284,2.113,,,
North,ISD,SPARKLING,SPRITE,250ml NRGB,Indirect,WTD,18.492,4.754,,,
North,ISD,SPARKLING,SPRITE,250ml NRGB,Indirect,YTD,396.772,48.067,,,
North,ISD,SPARKLING,SPRITE,250ml RGB,Direct,MTD,12.681,253.612,,,
North,ISD,SPARKLING,SPRITE,250ml RGB,Direct,TODAY,,253.612,,,
North,ISD,SPARKLING,SPRITE,250ml RGB,Direct,WTD,12.681,253.612,,,
North,ISD,SPARKLING,SPRITE,250ml RGB,Direct,YTD,112.015,1003.885,,,
North,ISD,SPARKLING,SPRITE,250ml RGB,Indirect,MTD,3504.313,6838.21,1706.989959,,
North,ISD,SPARKLING,SPRITE,250ml RGB,Indirect,TODAY,987.099,1188.847,362.4288854,,
North,ISD,SPARKLING,SPRITE,250ml RGB,Indirect,WTD,3504.313,6838.21,1706.989959,,
North,ISD,SPARKLING,SPRITE,250ml RGB,Indirect,YTD,81568.168,71598.245,72432.73897,,
North,ISD,SPARKLING,SPRITE,330ml Can,Direct,MTD,34.872,37.662,,,
North,ISD,SPARKLING,SPRITE,330ml Can,Direct,WTD,34.872,37.662,,,
North,ISD,SPARKLING,SPRITE,330ml Can,Direct,YTD,2243.644,2558.891,,,
North,ISD,SPARKLING,SPRITE,330ml Can,Indirect,MTD,498.593,217.586,62.57231358,,
North,ISD,SPARKLING,SPRITE,330ml Can,Indirect,TODAY,72.527,19.528,13.28538211,,
North,ISD,SPARKLING,SPRITE,330ml Can,Indirect,WTD,498.593,217.586,62.57231358,,
North,ISD,SPARKLING,SPRITE,330ml Can,Indirect,YTD,5879.471,3813.339,3610.757341,,
North,ISD,SPARKLING,SPRITE,500ml PET,Direct,MTD,42.269,26.418,,,
North,ISD,SPARKLING,SPRITE,500ml PET,Direct,WTD,42.269,26.418,,,
North,ISD,SPARKLING,SPRITE,500ml PET,Direct,YTD,11968.41,1908.442,,,
North,ISD,SPARKLING,SPRITE,500ml PET,Indirect,MTD,2489.845,2876.549,,,
North,ISD,SPARKLING,SPRITE,500ml PET,Indirect,TODAY,567.511,677.409,,,
North,ISD,SPARKLING,SPRITE,500ml PET,Indirect,WTD,2489.845,2876.549,,,
North,ISD,SPARKLING,SPRITE,500ml PET,Indirect,YTD,51450.405,61969.228,,,
North,ISD,SPARKLING,SPRITE,BIB,Direct,MTD,,563.583,,,
North,ISD,SPARKLING,SPRITE,BIB,Direct,TODAY,,90.173,,,
North,ISD,SPARKLING,SPRITE,BIB,Direct,WTD,,563.583,,,
North,ISD,SPARKLING,SPRITE,BIB,Direct,YTD,8791.889,7642.178,,,
North,ISD,SPARKLING,SPRITE,BIB,Indirect,MTD,,,157.3317828,,
North,ISD,SPARKLING,SPRITE,BIB,Indirect,TODAY,,,33.40475576,,
North,ISD,SPARKLING,SPRITE,BIB,Indirect,WTD,,,157.3317828,,
North,ISD,SPARKLING,SPRITE,BIB,Indirect,YTD,,,8765.89323,,
North,ISD,SPARKLING,SPRITE 3G,500ml PET,Indirect,MTD,,,1106.013137,,
North,ISD,SPARKLING,SPRITE 3G,500ml PET,Indirect,TODAY,,,234.8292128,,
North,ISD,SPARKLING,SPRITE 3G,500ml PET,Indirect,WTD,,,1106.013137,,
North,ISD,SPARKLING,SPRITE 3G,500ml PET,Indirect,YTD,,,58553.16978,,
North,ISD,SPARKLING,SPRITE ZERO,1500ml PET,Direct,MTD,15.851,,,,
North,ISD,SPARKLING,SPRITE ZERO,1500ml PET,Direct,WTD,15.851,,,,
North,ISD,SPARKLING,SPRITE ZERO,1500ml PET,Direct,YTD,933.613,258.369,,,
North,ISD,SPARKLING,SPRITE ZERO,1500ml PET,Indirect,MTD,150.575,96.685,148.070338,,
North,ISD,SPARKLING,SPRITE ZERO,1500ml PET,Indirect,TODAY,82.42,6.34,31.43836157,,
North,ISD,SPARKLING,SPRITE ZERO,1500ml PET,Indirect,WTD,150.575,96.685,148.070338,,
North,ISD,SPARKLING,SPRITE ZERO,1500ml PET,Indirect,YTD,1355.202,2490.072,6425.835912,,
North,ISD,SPARKLING,SPRITE ZERO,250ml CAN,Direct,MTD,,5.284,,,
North,ISD,SPARKLING,SPRITE ZERO,250ml CAN,Direct,WTD,,5.284,,,
North,ISD,SPARKLING,SPRITE ZERO,250ml CAN,Direct,YTD,296.415,259.96,,,
North,ISD,SPARKLING,SPRITE ZERO,250ml CAN,Indirect,MTD,40.155,,,,
North,ISD,SPARKLING,SPRITE ZERO,250ml CAN,Indirect,WTD,40.155,,,,
North,ISD,SPARKLING,SPRITE ZERO,250ml CAN,Indirect,YTD,1339.896,112.535,,,
North,ISD,SPARKLING,SPRITE ZERO,250ml NRGB,Indirect,MTD,0.528,,,,
North,ISD,SPARKLING,SPRITE ZERO,250ml NRGB,Indirect,WTD,0.528,,,,
North,ISD,SPARKLING,SPRITE ZERO,250ml NRGB,Indirect,YTD,163.265,,,,
North,ISD,SPARKLING,SPRITE ZERO,500ml PET,Direct,YTD,207.117,217.687,,,
North,ISD,SPARKLING,SPRITE ZERO,500ml PET,Indirect,MTD,33.82,112.021,,,
North,ISD,SPARKLING,SPRITE ZERO,500ml PET,Indirect,TODAY,10.57,10.568,,,
North,ISD,SPARKLING,SPRITE ZERO,500ml PET,Indirect,WTD,33.82,112.021,,,
North,ISD,SPARKLING,SPRITE ZERO,500ml PET,Indirect,YTD,1272.441,2388.331,,,
North,ISD,SPARKLING,SPRITE ZERO,BIB,Direct,YTD,315.603,225.43,,,
North,ISD,SPARKLING,SPRITE ZERO,BIB,Indirect,MTD,,,1.235669462,,
North,ISD,SPARKLING,SPRITE ZERO,BIB,Indirect,TODAY,,,0.262357903,,
North,ISD,SPARKLING,SPRITE ZERO,BIB,Indirect,WTD,,,1.235669462,,
North,ISD,SPARKLING,SPRITE ZERO,BIB,Indirect,YTD,,,53.14293878,,
North,ISD,WATER,DASANI,1500ml PET,Direct,MTD,,136.316,,,
North,ISD,WATER,DASANI,1500ml PET,Direct,TODAY,,112.54,,,
North,ISD,WATER,DASANI,1500ml PET,Direct,WTD,,136.316,,,
North,ISD,WATER,DASANI,1500ml PET,Direct,YTD,,8762.321,,,
North,ISD,WATER,DASANI,1500ml PET,Indirect,MTD,,2433.053,,,
North,ISD,WATER,DASANI,1500ml PET,Indirect,TODAY,,532.576,,,
North,ISD,WATER,DASANI,1500ml PET,Indirect,WTD,,2433.053,,,
North,ISD,WATER,DASANI,1500ml PET,Indirect,YTD,,7205.691,,,
North,ISD,WATER,DASANI,500ml PET,Direct,MTD,,2405.096,,,
North,ISD,WATER,DASANI,500ml PET,Direct,TODAY,,1614.669,,,
North,ISD,WATER,DASANI,500ml PET,Direct,WTD,,2405.096,,,
North,ISD,WATER,DASANI,500ml PET,Direct,YTD,,2405.096,,,
North,ISD,WATER,DASANI,500ml PET,Indirect,MTD,,332.87,,,
North,ISD,WATER,DASANI,500ml PET,Indirect,TODAY,,35.927,,,
North,ISD,WATER,DASANI,500ml PET,Indirect,WTD,,332.87,,,
North,ISD,WATER,DASANI,500ml PET,Indirect,YTD,,332.87,,,
North,ISD,WATER,KINLEY,1500ml PET,Direct,YTD,28491.812,33267.66,,,
North,ISD,WATER,KINLEY,1500ml PET,Indirect,MTD,6316.476,2634.381,3432.679215,,
North,ISD,WATER,KINLEY,1500ml PET,Indirect,TODAY,684.744,404.192,728.8280139,,
North,ISD,WATER,KINLEY,1500ml PET,Indirect,WTD,6316.476,2634.381,3432.679215,,
North,ISD,WATER,KINLEY,1500ml PET,Indirect,YTD,125570.41,135194.887,114369.8774,,
North,ISD,WATER,KINLEY,500ml PET,Direct,MTD,317.016,,,,
North,ISD,WATER,KINLEY,500ml PET,Direct,WTD,317.016,,,,
North,ISD,WATER,KINLEY,500ml PET,Direct,YTD,5975.746,9152.254,,,
North,ISD,WATER,KINLEY,500ml PET,Indirect,MTD,666.818,2614.339,1304.823716,,
North,ISD,WATER,KINLEY,500ml PET,Indirect,TODAY,45.446,1060.949,277.0407655,,
North,ISD,WATER,KINLEY,500ml PET,Indirect,WTD,666.818,2614.339,1304.823716,,
North,ISD,WATER,KINLEY,500ml PET,Indirect,YTD,38921.358,53478.453,42174.9748,,
North,KPK,ENERGY DRINK,MONSTER PREMIUM,355ml CAN,Indirect,MTD,,1.501,21.76218025,,
North,KPK,ENERGY DRINK,MONSTER PREMIUM,355ml CAN,Indirect,TODAY,,,5.672945321,,
North,KPK,ENERGY DRINK,MONSTER PREMIUM,355ml CAN,Indirect,WTD,,1.501,21.76218025,,
North,KPK,ENERGY DRINK,MONSTER PREMIUM,355ml CAN,Indirect,YTD,,396.884,680.5323323,,
North,KPK,ENERGY DRINK,Mutant,500ml PET,Indirect,MTD,,205.007,300.3966769,,
North,KPK,ENERGY DRINK,Mutant,500ml PET,Indirect,TODAY,,193.38,78.30713204,,
North,KPK,ENERGY DRINK,Mutant,500ml PET,Indirect,WTD,,205.007,300.3966769,,
North,KPK,ENERGY DRINK,Mutant,500ml PET,Indirect,YTD,,205.007,7092.846647,,
North,KPK,JUICE,CAPPY JOOSI APPLE,200ml TETRA,Indirect,MTD,,673.75,131.5907829,,
North,KPK,JUICE,CAPPY JOOSI APPLE,200ml TETRA,Indirect,TODAY,,,34.3029654,,
North,KPK,JUICE,CAPPY JOOSI APPLE,200ml TETRA,Indirect,WTD,,673.75,131.5907829,,
North,KPK,JUICE,CAPPY JOOSI APPLE,200ml TETRA,Indirect,YTD,,3998.072,4655.349963,,
North,KPK,JUICE,CAPPY JOOSI MANGO,200ml TETRA,Indirect,MTD,,327.999,197.3861744,,
North,KPK,JUICE,CAPPY JOOSI MANGO,200ml TETRA,Indirect,TODAY,,199.507,51.4544481,,
North,KPK,JUICE,CAPPY JOOSI MANGO,200ml TETRA,Indirect,WTD,,327.999,197.3861744,,
North,KPK,JUICE,CAPPY JOOSI MANGO,200ml TETRA,Indirect,YTD,,5088.583,6983.024944,,
